OBJECTID,BLOCKID,ROWNBR,BLOCK_ST,BLOCK_END,WIDTH_OFFS,GEOBASYS,SPACELENGT,SPACETYPE,SPACETYPED,TIME_LIMIT,SPACE_NB,CATEGORY,SIDE,CURRENT_ST,ELMNTKEY,SHAPE_Leng
11066,OW-24,,81.500000000000000,98.500000000000000,-23,,17,PS,PAY STATION,240,-04,PAID,NE,INSVC,36110,16.980346948198523
11111,25-00,,244.500000000000000,289.500000000000000,-21,,45,NP,NO PARKING,,-19/21,NP,SE,INSVC,35942,44.991849447326494
11122,27-01,,177.000000000000000,194.000000000000000,-30,,17,PS,PAY STATION,240,-13,PAID,SE,INSVC,9678,16.952396274250418
11147,24-00,,21.000000000000000,23.000000000000000,28,,2,CLR,CLEARANCE,,,NP,NW,INSVC,54305,1.994569160663261
11171,01-26,,96.000000000000000,105.500000000000000,-28,,10,NP,NO PARKING,,-06,NP,NE,INSVC,68918,9.472242056699132
11234,01-26,,238.500000000000000,246.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.976639393562728
11249,27-03,,72.000000000000000,89.000000000000000,-30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-03,PAID,SE,INSVC,32430,16.991642334417936
11256,24-00,,23.000000000000000,33.000000000000000,28,,10,XW,CROSSWALK,,,NS,NW,INSVC,54305,9.972617626523803
11279,01-26,,272.500000000000000,273.000000000000000,-28,,0,CR,CURB RAMP,,,NS,NE,INSVC,68918,0.498578707488440
11298,OW-24,,41.500000000000000,58.500000000000000,-23,,17,PS,PAY STATION,240,-00,PAID,NE,INSVC,36110,16.980303885259694
11331,24-00,,213.500000000000000,218.500000000000000,28,,5,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.986330348627548
11354,27-01,,112.000000000000000,129.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-06,PAID,NW,INSVC,9677,16.952391966414034
11355,01-26,,275.500000000000000,285.500000000000000,29,,10,XW,CROSSWALK,,,NS,SW,INSVC,68917,9.970820773889765
11385,02-27,,41.000000000000000,141.000000000000000,-28,,100,NP,NO PARKING,,-00/08,NP,NE,INSVC,2786,99.978000266330355
11424,OW-24,,136.000000000000000,143.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,36109,6.991888833931126
11467,25-00,,271.000000000000000,290.500000000000000,21,,20,PS,PAY STATION,240,-22,PAID,NW,INSVC,35941,19.496507251506628
11477,27-01,,280.500000000000000,289.500000000000000,-30,,9,CR,CURB RAMP,,,NS,SE,INSVC,9678,8.974837029930018
11522,01-26,,117.500000000000000,135.000000000000000,29,,18,PS,PAY STATION,240,-09,PAID,SW,INSVC,68917,17.448928780934935
11528,OW-24,,75.500000000000000,81.500000000000000,-23,,6,CLR,CLEARANCE,,,NP,NE,INSVC,36110,5.993048171774162
11538,27-01,,30.500000000000000,40.500000000000000,30,,10,XW,CROSSWALK,,,NS,NW,INSVC,9677,9.972028705806736
11575,27-01,,109.500000000000000,126.500000000000000,-30,,17,PS,PAY STATION,240,-07,PAID,SE,INSVC,9678,16.952439313137535
11600,OW-24,,161.000000000000000,168.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,36109,6.991888823902246
11630,01-26,,239.500000000000000,272.500000000000000,-28,,33,NP,NO PARKING,,-20/22,NP,NE,INSVC,68918,32.903719240330936
11650,OW-24,,176.500000000000000,203.500000000000000,-23,,27,DW,DRIVEWAY,,-14,NS,NE,INSVC,36110,26.968809324531861
11704,27-01,,211.000000000000000,217.000000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983227558837431
11741,27-01,,126.500000000000000,144.500000000000000,-30,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-09T,LOAD,SE,INSVC,9678,17.949583642055504
11749,01-26,,110.500000000000000,117.500000000000000,29,,7,CLR,CLEARANCE,,,NP,SW,INSVC,68917,6.979572357789272
11763,27-03,,26.000000000000000,35.000000000000000,-30,,9,CLR,CLEARANCE,,,NP,SE,INSVC,32430,8.995588005210349
11765,OW-24,,210.500000000000000,228.500000000000000,28,,18,PS,PAY STATION,240,-17,PAID,SW,INSVC,36109,17.979234925275048
11812,OW-24,,239.500000000000000,257.500000000000000,-23,,18,PS,PAY STATION,240,-18,PAID,NE,INSVC,36110,17.979191861418915
11832,OW-24,,281.500000000000000,284.000000000000000,28,,2,CLR,CLEARANCE,,,NP,SW,INSVC,36109,2.497125291836864
11860,01-26,,282.500000000000000,285.000000000000000,-28,,2,CLR,CLEARANCE,,,NP,NE,INSVC,68918,2.492717028635802
11924,25-00,,299.500000000000000,302.000000000000000,21,,2,CR,CURB RAMP,,,NS,NW,INSVC,35941,2.499596678621793
11936,27-01,,25.000000000000000,30.500000000000000,30,,6,CLR,CLEARANCE,,,NP,NW,INSVC,9677,5.484584363359804
11958,24-00,,90.000000000000000,113.000000000000000,28,,23,DW,DRIVEWAY,,-56,NS,NW,INSVC,54305,22.937086874484191
11981,01-26,,93.500000000000000,110.500000000000000,29,,17,PS,PAY STATION,240,-07,PAID,SW,INSVC,68917,16.950393153613867
12025,01-26,,273.000000000000000,282.500000000000000,-28,,10,XW,CROSSWALK,,,NS,NE,INSVC,68918,9.472242056699132
12097,27-01,,146.000000000000000,151.500000000000000,30,,6,CLR,CLEARANCE,,,NP,NW,INSVC,9677,5.484674760125476
12162,27-01,,238.000000000000000,258.000000000000000,30,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-18,PAID,NW,INSVC,9677,19.944005735590597
12178,27-03,,89.500000000000000,106.500000000000000,24,,17,PS,PAY STATION,240,-04,PAID,NW,INSVC,32429,16.991599259297967
12223,27-03,,46.000000000000000,72.000000000000000,-30,,26,TAZ,TOW AWAY ZONE,,-01,NP,SE,INSVC,32430,25.987187254471078
12271,25-00,,289.500000000000000,291.000000000000000,-21,,2,CR,CURB RAMP,,,NS,SE,INSVC,35942,1.499722685567211
12305,24-00,,150.000000000000000,172.000000000000000,28,,22,DW,DRIVEWAY,,-60,NS,NW,INSVC,54305,21.939804403667168
12321,27-01,,80.500000000000000,86.500000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983180200732371
12328,27-01,,233.000000000000000,238.000000000000000,30,,5,CLR,CLEARANCE,,,NP,NW,INSVC,9677,4.986035882816072
12329,01-26,,274.000000000000000,275.500000000000000,29,,2,CLR,CLEARANCE,,,NP,SW,INSVC,68917,1.495650004286264
12347,OW-24,,253.500000000000000,272.000000000000000,28,,18,PS,PAY STATION,240,-21,PAID,SW,INSVC,36109,18.478588524931176
12397,OW-24,,275.500000000000000,284.500000000000000,-23,,9,XW,CROSSWALK,,,NS,NE,INSVC,36110,8.989617473162546
12426,02-27,,81.000000000000000,98.500000000000000,30,,18,PS-SBO,PAY STATION - SHUTTLE BUS ONLY,240,-05,PAID,SW,INSVC,2785,17.496132817589654
12446,01-26,,134.500000000000000,171.500000000000000,-28,,37,BUS,BUS ZONE,,-10/12,BUS,NE,INSVC,68918,36.891995872399548
12510,OW-24,,32.000000000000000,50.000000000000000,28,,18,PS,PAY STATION,240,-01,PAID,SW,INSVC,36109,17.979191862411302
12557,27-01,,25.000000000000000,33.500000000000000,-30,,8,CLR,CLEARANCE,,,NP,SE,INSVC,9678,8.476198131612062
12581,OW-24,,118.000000000000000,136.000000000000000,28,,18,PS,PAY STATION,240,-09,PAID,SW,INSVC,36109,17.979191851390087
12610,01-26,,193.000000000000000,239.500000000000000,-28,,46,BUS,BUS ZONE,,-16/18,BUS,NE,INSVC,68918,46.364237929059477
12630,OW-24,,22.000000000000000,32.000000000000000,28,,10,XW,CROSSWALK,,,NS,SW,INSVC,36109,9.988458124296656
12685,27-01,,105.000000000000000,112.000000000000000,30,,7,CLR,CLEARANCE,,,NP,NW,INSVC,9677,6.980414926430538
12746,27-01,,190.000000000000000,197.000000000000000,30,,7,CLR,CLEARANCE,,,NP,NW,INSVC,9677,6.980414915404232
12767,24-00,,198.500000000000000,213.500000000000000,28,,15,DW,DRIVEWAY,,-64,NS,NW,INSVC,54305,14.958947986131589
12783,27-01,,172.000000000000000,177.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,9678,4.986035872792809
12790,01-26,,220.500000000000000,238.500000000000000,29,,18,PS,PAY STATION,240,-19,PAID,SW,INSVC,68917,17.947507499057053
12806,OW-24,,100.000000000000000,118.000000000000000,28,,18,PS,PAY STATION,240,-07,PAID,SW,INSVC,36109,17.979234946325093
12854,OW-24,,138.500000000000000,155.500000000000000,-23,,17,PS,PAY STATION,240,-10,PAID,NE,INSVC,36110,16.980346948198523
12897,25-00,,264.000000000000000,271.000000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,35941,6.998665854623319
12909,27-01,,249.500000000000000,280.500000000000000,-30,,31,CRBBLB,CURB BULB,,-19,NS,SE,INSVC,9678,30.913221819100805
12931,24-00,,285.500000000000000,296.000000000000000,28,,10,CR,CURB RAMP,,,NS,NW,INSVC,54305,10.471282517288328
12953,01-26,,264.500000000000000,274.000000000000000,29,,10,CR,CURB RAMP,,,NS,SW,INSVC,68917,9.472242066729370
12974,24-00,,33.000000000000000,52.000000000000000,28,,19,TAZ,TOW AWAY ZONE,,-50,NP,NW,INSVC,54305,18.947991645067862
12996,24-00,,296.000000000000000,298.000000000000000,28,,2,CLR,CLEARANCE,,,NP,NW,INSVC,54305,1.994478738210091
13018,01-26,,76.500000000000000,93.500000000000000,29,,17,PS,PAY STATION,240,-05,PAID,SW,INSVC,68917,16.950393132563693
13034,OW-24,,93.000000000000000,100.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,36109,6.991888823902246
13061,01-26,,31.500000000000000,51.500000000000000,29,,20,TAZ,TOW AWAY ZONE,,-01,NP,SW,INSVC,68917,19.941645809570673
13079,OW-24,,98.500000000000000,115.500000000000000,-23,,17,PS,PAY STATION,240,-06,PAID,NE,INSVC,36110,16.980394295208498
13124,25-00,,301.000000000000000,302.000000000000000,-21,,1,CLR,CLEARANCE,,,NP,SE,INSVC,35942,0.999830900092201
13135,27-01,,88.000000000000000,105.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-04,PAID,NW,INSVC,9677,16.952439313137535
13183,01-26,,152.000000000000000,159.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.478060676422635
13247,OW-24,,115.500000000000000,121.500000000000000,-23,,6,CLR,CLEARANCE,,,NP,NE,INSVC,36110,5.993048171774162
13341,24-00,,252.500000000000000,282.500000000000000,28,,30,NP,NO PARKING,,-70,NP,NW,INSVC,54305,29.917939063060018
13363,27-01,,129.000000000000000,146.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-08,PAID,NW,INSVC,9677,16.952396274250418
13364,01-26,,285.500000000000000,287.500000000000000,29,,2,CLR,CLEARANCE,,,NP,SW,INSVC,68917,1.994138321637919
13379,27-03,,26.000000000000000,43.500000000000000,24,,18,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,32429,17.491409167358213
13475,25-00,,290.500000000000000,299.500000000000000,21,,9,XW,CROSSWALK,,,NS,NW,INSVC,35941,8.998323408548295
13523,27-01,,46.500000000000000,63.500000000000000,-30,,17,PS,PAY STATION,240,-01,PAID,SE,INSVC,9678,16.952396274250418
13544,27-03,,72.500000000000000,89.500000000000000,24,,17,PS,PAY STATION,240,-02,PAID,NW,INSVC,32429,16.991646613500475
13574,01-26,,19.000000000000000,30.500000000000000,-28,,12,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,68918,11.466470778658469
13585,27-01,,144.500000000000000,149.000000000000000,-30,,4,CLR,CLEARANCE,,,NP,SE,INSVC,9678,4.487440035495012
13593,01-26,,69.500000000000000,76.500000000000000,29,,7,CLR,CLEARANCE,,,NP,SW,INSVC,68917,6.979572368809258
13611,OW-24,,185.500000000000000,203.500000000000000,28,,18,PS,PAY STATION,240,-15,PAID,SW,INSVC,36109,17.979191862411302
13622,02-27,,63.000000000000000,81.000000000000000,30,,18,PS-SBO,PAY STATION - SHUTTLE BUS ONLY,240,-03,PAID,SW,INSVC,2785,17.996028866310901
13661,OW-24,,203.500000000000000,208.500000000000000,-23,,5,CLR,CLEARANCE,,,NP,NE,INSVC,36110,4.994250594694853
13670,02-27,,20.000000000000000,27.000000000000000,-28,,7,CLR,CLEARANCE,,,NP,NE,INSVC,2786,6.998471210801164
13714,27-01,,151.500000000000000,167.500000000000000,30,,16,ALLEY,ALLEY,,-10,NS,NW,INSVC,9677,15.955161538536192
13736,24-00,,113.000000000000000,118.000000000000000,28,,5,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.986330348627548
13751,27-01,,33.500000000000000,46.500000000000000,-30,,13,CR,CURB RAMP,,,NS,SE,INSVC,9678,12.963638177046532
13758,01-26,,159.500000000000000,176.500000000000000,29,,17,PS,PAY STATION,240,-13,PAID,SW,INSVC,68917,16.950393142593921
13772,27-03,,45.000000000000000,46.000000000000000,-30,,1,CR,CURB RAMP,,,NS,SE,INSVC,32430,0.999529408007353
13774,OW-24,,75.000000000000000,93.000000000000000,28,,18,PS,PAY STATION,240,-05,PAID,SW,INSVC,36109,17.979234946325093
13821,OW-24,,257.500000000000000,275.500000000000000,-23,,18,PS,PAY STATION,240,-20,PAID,NE,INSVC,36110,17.979187600342019
13892,OW-24,,33.500000000000000,41.500000000000000,-23,,8,HYD,HYDRANT,,,NS,NE,INSVC,36110,7.990776811032042
13948,27-01,,262.000000000000000,267.000000000000000,30,,5,CRBBLB,CURB BULB,,,NS,NW,INSVC,9677,4.985992823103168
13970,24-00,,218.500000000000000,235.500000000000000,28,,17,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-66T,LOAD,NW,INSVC,54305,16.953474046074390
13992,01-26,,176.500000000000000,194.500000000000000,29,,18,PS,PAY STATION,240,-15,PAID,SW,INSVC,68917,17.947507499057053
14006,27-03,,35.000000000000000,45.000000000000000,-30,,10,XW,CROSSWALK,,,NS,SE,INSVC,32430,9.995070038024332
14008,OW-24,,246.500000000000000,253.500000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,36109,6.991936169986976
14013,24-00,,52.000000000000000,69.000000000000000,28,,17,PS,PAY STATION,240,-52,PAID,NW,INSVC,54305,16.953517146772359
14018,02-27,,14.000000000000000,34.000000000000000,30,,20,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,2785,19.995617271530158
14036,01-26,,110.500000000000000,134.500000000000000,-28,,24,DW,DRIVEWAY,,-08,NS,NE,INSVC,68918,23.929965501329175
14054,OW-24,,19.500000000000000,23.500000000000000,-23,,4,CLR,CLEARANCE,,,NP,NE,INSVC,36110,3.995409942515832
14088,24-00,,118.000000000000000,145.000000000000000,28,,27,PS,PAY STATION,240,-58,PAID,NW,INSVC,54305,26.926087452584305
14109,27-01,,275.000000000000000,293.000000000000000,30,,18,CRBBLB,CURB BULB,,,NS,NW,INSVC,9677,17.949626681035845
14158,01-26,,171.500000000000000,193.000000000000000,-28,,22,DW,DRIVEWAY,,-14,NS,NE,INSVC,68918,21.437291552512804
14176,27-01,,267.000000000000000,275.000000000000000,30,,8,CR,CURB RAMP,,,NS,NW,INSVC,9677,7.977602294236238
14199,24-00,,177.000000000000000,194.000000000000000,28,,17,PS,PAY STATION,240,-62,PAID,NW,INSVC,54305,16.953469805049160
14319,24-00,,194.000000000000000,198.500000000000000,28,,4,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.487665478923335
14341,27-01,,69.000000000000000,88.000000000000000,30,,19,PS-LAY,PAY STATION - BUS LAYOVER,240,-02,PAID,NW,INSVC,9677,18.946818367734544
14342,01-26,,194.500000000000000,202.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.976639393562728
14392,01-26,,67.500000000000000,96.000000000000000,-28,,28,PARKLET,PARKLET,,-04,NP,NE,INSVC,68918,28.416820841479002
14411,OW-24,,284.500000000000000,286.500000000000000,-23,,2,CLR,CLEARANCE,,,NP,NE,INSVC,36110,1.997728639289298
14464,27-01,,197.000000000000000,216.000000000000000,30,,19,PS-LAY,PAY STATION - BUS LAYOVER,,-14,PAID,NW,INSVC,9677,18.946818377757808
14472,OW-24,,168.000000000000000,185.500000000000000,28,,18,PS,PAY STATION,240,-13,PAID,SW,INSVC,36109,17.479790946759611
14516,OW-24,,50.000000000000000,68.000000000000000,28,,18,PS,PAY STATION,240,-03,PAID,SW,INSVC,36109,17.979234935303907
14526,27-01,,217.000000000000000,249.500000000000000,-30,,32,PLZ,PASSENGER LOAD ZONE,3,-17,ZONE,SE,INSVC,9678,32.409005014285363
14563,27-01,,63.500000000000000,80.500000000000000,-30,,17,PS,PAY STATION,240,-03,PAID,SE,INSVC,9678,16.952439324163802
14588,OW-24,,143.000000000000000,161.000000000000000,28,,18,L/UL,LOAD/UNLOAD ZONE,30,-11,LOAD,SW,INSVC,36109,17.979234946325093
14638,OW-24,,58.500000000000000,75.500000000000000,-23,,17,PS,PAY STATION,240,-02,PAID,NE,INSVC,36110,16.980394284187302
14683,25-00,,245.000000000000000,264.000000000000000,21,,19,PS,PAY STATION,240,-20,PAID,NW,INSVC,35941,18.996615464736088
14693,27-01,,167.500000000000000,170.000000000000000,30,,2,CLR,CLEARANCE,,,NP,NW,INSVC,9677,2.493017951932807
14730,27-01,,149.000000000000000,172.000000000000000,-30,,23,ALLEY,ALLEY,,-11,NS,SE,INSVC,9678,22.935619513844550
14738,01-26,,51.500000000000000,69.500000000000000,29,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,,-03T,LOAD,SW,INSVC,68917,17.947464408299155
14754,OW-24,,68.000000000000000,75.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,36109,6.991888823902246
14794,27-01,,103.500000000000000,109.500000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983180189706072
14801,01-26,,246.500000000000000,264.500000000000000,29,,18,PS,PAY STATION,240,-21,PAID,SW,INSVC,68917,17.947464408299155
14817,OW-24,,272.000000000000000,281.500000000000000,28,,10,XW,CROSSWALK,,,NS,SW,INSVC,36109,9.489061461723061
14827,02-27,,34.000000000000000,63.000000000000000,30,,29,CRBBLB,CURB BULB,,-01,NS,SW,INSVC,2785,28.993633837384259
14865,OW-24,,155.500000000000000,176.500000000000000,-23,,21,TAZ,TOW AWAY ZONE,,-12,NP,NE,INSVC,36110,20.975713827731916
14921,27-01,,289.500000000000000,305.000000000000000,-30,,16,CLR,CLEARANCE,,,NP,SE,INSVC,9678,15.456656107928305
14943,24-00,,172.000000000000000,177.000000000000000,28,,5,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.986330369677949
15059,26-00,,249.500000000000000,282.000000000000000,28,,32,NP,NO PARKING,,-72,NP,NW,INSVC,58613,32.399405505236246
15083,25-00,,171.000000000000000,178.500000000000000,21,,8,CLR,CLEARANCE,,,NP,NW,INSVC,58681,7.479430193196651
15105,26-00,,201.000000000000000,212.000000000000000,-28,,11,PS,PAY STATION,240,-67,PAID,SE,INSVC,58614,10.965947416383949
15129,25-00,,21.000000000000000,22.000000000000000,21,,1,CLR,CLEARANCE,,,NP,NW,INSVC,58681,0.997243614812987
15160,25-00,,290.500000000000000,295.500000000000000,-21,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58682,4.986269595482967
15206,25-00,,85.500000000000000,102.500000000000000,21,,17,PS,PAY STATION,240,-54,PAID,NW,INSVC,58681,16.953390656515339
15347,26-00,,95.500000000000000,115.000000000000000,28,,20,PS,PAY STATION,240,-56,PAID,NW,INSVC,58613,19.439655310104417
15389,25-00,,218.000000000000000,249.500000000000000,-21,,32,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-69T,LOAD,SE,INSVC,58682,31.413629198482003
15410,26-00,,292.000000000000000,298.000000000000000,28,,6,CLR,CLEARANCE,,,NP,NW,INSVC,58613,5.981416800701313
15436,25-00,,80.500000000000000,98.500000000000000,-21,,18,PS,PAY STATION,240,-57,PAID,SE,INSVC,58682,17.950638491357026
15600,25-00,,279.000000000000000,280.500000000000000,-21,,2,CR,CURB RAMP,,,NS,SE,INSVC,58682,1.495869647705633
15663,25-00,,126.500000000000000,143.500000000000000,21,,17,PS,PAY STATION,240,-58,PAID,NW,INSVC,58681,16.953394898139692
15773,02-23,,417.500000000000000,421.500000000000000,-28,,4,CLR,CLEARANCE,,,NP,NE,INSVC,25714,3.992437464573779
15826,25-00,,31.500000000000000,34.500000000000000,21,,3,CR,CURB RAMP,,,NS,NW,INSVC,58681,2.991778147629551
15848,26-00,,190.000000000000000,201.000000000000000,-28,,11,PS,PAY STATION,240,-65,PAID,SE,INSVC,58614,10.965994739937535
16005,OW-27,,21.500000000000000,24.000000000000000,-23,,2,CR,CURB RAMP,,,NS,NE,INSVC,36122,2.498373582529329
16037,26-00,,22.500000000000000,23.500000000000000,28,,1,CLR,CLEARANCE,,,NP,NW,INSVC,58613,0.996881970769008
16061,25-00,,105.500000000000000,123.500000000000000,-21,,18,PS,PAY STATION,240,-59,PAID,SE,INSVC,58682,17.950638501388369
16082,26-00,,283.000000000000000,292.500000000000000,-28,,10,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SE,INSVC,58614,9.470585626412557
16183,25-00,,109.500000000000000,126.500000000000000,21,,17,PS,PAY STATION,240,-56,PAID,NW,INSVC,58681,16.953390646483960
16205,26-00,,174.000000000000000,191.000000000000000,28,,17,PS,PAY STATION,240,-64,PAID,NW,INSVC,58613,16.947364226848865
16249,25-00,,23.000000000000000,33.000000000000000,-21,,10,XW,CROSSWALK,,,NS,SE,INSVC,58682,9.972586517130024
16314,26-00,,233.500000000000000,244.500000000000000,-28,,11,PS,PAY STATION,240,-73,PAID,SE,INSVC,58614,10.965904339783780
16392,26-00,,52.500000000000000,70.500000000000000,28,,18,L/UL,LOAD/UNLOAD ZONE,30,-52,LOAD,NW,INSVC,58613,17.944289274032986
16408,02-23,,396.000000000000000,402.000000000000000,-28,,6,CLR,CLEARANCE,,,NP,NE,INSVC,25714,5.988705092282245
16418,25-00,,178.500000000000000,196.500000000000000,21,,18,PS,PAY STATION,240,-62,PAID,NW,INSVC,58681,17.950638501388369
16530,02-23,,356.000000000000000,376.000000000000000,-28,,20,PS,PAY STATION,240,-30,PAID,NE,INSVC,25714,19.962215698678975
16566,OW-27,,33.500000000000000,50.500000000000000,-23,,17,HYD,HYDRANT,,-00,NS,NE,INSVC,36122,16.989029050239004
16623,26-00,,148.500000000000000,169.000000000000000,28,,20,DW,DRIVEWAY,,-62,NS,NW,INSVC,58613,20.436533032655500
16648,25-00,,123.500000000000000,141.500000000000000,-21,,18,L/UL,LOAD/UNLOAD ZONE,30,-61,LOAD,SE,INSVC,58682,17.950638501388369
16756,OW-27,,68.000000000000000,85.500000000000000,-23,,18,PS,PAY STATION,240,-04,PAID,NE,INSVC,36122,17.488701194335203
16769,25-00,,200.500000000000000,218.000000000000000,-21,,18,PS,PAY STATION,240,-67,PAID,SE,INSVC,58682,17.451969372973458
16813,25-00,,102.500000000000000,109.500000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58681,6.980808381114764
16855,26-00,,23.500000000000000,33.500000000000000,28,,10,CR,CURB RAMP,,,NS,NW,INSVC,58613,9.969022370191102
16879,25-00,,76.000000000000000,85.500000000000000,21,,10,CLR,CLEARANCE,,,NP,NW,INSVC,58681,9.473921620499036
16990,02-23,,364.500000000000000,394.000000000000000,26,,30,CRBBLB,CURB BULB,,-31,NS,SW,INSVC,25713,29.434586144286708
17020,26-00,,169.000000000000000,174.000000000000000,28,,5,CLR,CLEARANCE,,,NP,NW,INSVC,58613,4.984534841853770
17044,25-00,,282.500000000000000,284.000000000000000,21,,2,CLR,CLEARANCE,,,NP,NW,INSVC,58681,1.495822320804315
17119,25-00,,280.500000000000000,290.500000000000000,-21,,10,XW,CROSSWALK,,,NS,SE,INSVC,58682,9.972586517130024
17154,25-00,,22.000000000000000,31.500000000000000,21,,10,XW,CROSSWALK,,,NS,NW,INSVC,58681,9.473964714992784
17220,02-23,,402.000000000000000,417.500000000000000,-28,,16,XW,CROSSWALK,,,NS,NE,INSVC,25714,15.470767126965319
17231,25-00,,34.500000000000000,58.500000000000000,21,,24,TAZ,TOW AWAY ZONE,,-50,NP,NW,INSVC,58681,23.934155941793534
17375,26-00,,208.500000000000000,215.500000000000000,28,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58613,6.978341867918171
17400,25-00,,58.500000000000000,76.000000000000000,21,,18,DW,DRIVEWAY,,-52,NS,NW,INSVC,58681,17.452059784878863
17439,26-00,,134.000000000000000,148.500000000000000,28,,14,CRBBLB,CURB BULB,,-60,NS,NW,INSVC,58613,14.455163555785392
17465,25-00,,264.500000000000000,282.500000000000000,21,,18,PS-PLZ,PAY STATION - PLZ,240,-70,PAID,NW,INSVC,58681,17.950638501388369
17487,26-00,,174.500000000000000,179.500000000000000,-28,,5,BA,BARRIER AREA,,,NS,SE,INSVC,58614,4.984534851885791
17608,26-00,,70.500000000000000,88.500000000000000,28,,18,PLZ,PASSENGER LOAD ZONE,3,-54,ZONE,NW,INSVC,58613,17.944332371653935
17633,25-00,,22.000000000000000,23.000000000000000,-21,,1,CLR,CLEARANCE,,,NP,SE,INSVC,58682,0.997290929642515
17858,25-00,,246.500000000000000,264.500000000000000,21,,18,PS,PAY STATION,240,-68,PAID,NW,INSVC,58681,17.950638501388369
17879,26-00,,212.000000000000000,222.500000000000000,-28,,10,PS,PAY STATION,240,-69,PAID,SE,INSVC,58614,10.467510672605664
17965,OW-27,,13.000000000000000,21.500000000000000,-23,,8,CLR,CLEARANCE,,,NP,NE,INSVC,36122,8.494469305039795
17967,02-23,,321.500000000000000,364.500000000000000,26,,43,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-27T/29,LOAD,SW,INSVC,25713,42.918852187310421
17977,25-00,,177.000000000000000,194.500000000000000,-21,,18,PS,PAY STATION,240,-65,PAID,SE,INSVC,58682,17.452016689231101
18037,02-23,,409.000000000000000,413.000000000000000,26,,4,CLR,CLEARANCE,,,NP,SW,INSVC,25713,3.992437464573779
18090,25-00,,148.500000000000000,172.000000000000000,-21,,24,ALLEY,ALLEY,,-63,NS,SE,INSVC,58682,23.435577225235200
18111,26-00,,22.000000000000000,25.000000000000000,-28,,3,CLR,CLEARANCE,,,NP,SE,INSVC,58614,2.990727826318619
18210,25-00,,196.500000000000000,214.500000000000000,21,,18,PS,PAY STATION,240,-64,PAID,NW,INSVC,58681,17.950681565008637
18232,26-00,,232.500000000000000,249.500000000000000,28,,17,L/UL,LOAD/UNLOAD ZONE,30,-70,LOAD,NW,INSVC,58613,16.947364237867177
18278,26-00,,179.500000000000000,190.000000000000000,-28,,10,PS,PAY STATION,240,-63,PAID,SE,INSVC,58614,10.467463349943412
18415,26-00,,115.000000000000000,134.000000000000000,28,,19,PS,PAY STATION,240,-58,PAID,NW,INSVC,58613,18.941167006668412
18427,OW-27,,24.000000000000000,33.500000000000000,-23,,10,XW,CROSSWALK,,,NS,NE,INSVC,36122,9.493908292662448
18441,25-00,,143.500000000000000,148.000000000000000,21,,4,CLR,CLEARANCE,,,NP,NW,INSVC,58681,4.487647793290598
18462,26-00,,102.000000000000000,154.500000000000000,-28,,52,CRBBLB,CURB BULB,,-57/59,NS,SE,INSVC,58614,52.337501795090731
18581,26-00,,215.500000000000000,232.500000000000000,28,,17,PS,PAY STATION,240,-68,PAID,NW,INSVC,58613,16.947407304406806
18643,26-00,,88.500000000000000,95.500000000000000,28,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58613,6.978294523077557
